Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,county,State,countyname,CBSASub,Areaname,county_town_name,pop2010,state_alpha
907,540,676,1169,1383,115,26,Monroe County,METRO33780M33780,"Monroe, MI MSA",Monroe County,152021,MI
939,586,694,1335,1404,31,6,Kings County,METRO25260M25260,"Hanford-Corcoran, CA MSA",Kings County,152982,CA
1009,673,807,1260,1435,13,25,Hampden County,METRO44140M44140,"Springfield, MA HUD Metro FMR Area",Springfield city,153060,MA
735,554,557,915,982,73,22,Ouachita Parish,METRO33740M33740,"Monroe, LA MSA",Ouachita Parish,153720,LA
1001,743,814,1311,1360,27,42,Centre County,METRO44300M44300,"State College, PA MSA",Centre County,153990,PA
639,516,539,836,1040,35,37,Catawba County,METRO25860M25860,"Hickory-Lenoir-Morganton, NC MSA",Catawba County,154358,NC
987,704,797,1229,1319,93,36,Schenectady County,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",Schenectady County,154727,NY
1375,946,1065,1895,1902,9,15,Maui County,NCNTY15009N15009,"Maui County, HI",Maui County,154834,HI
804,564,678,1110,1214,21,13,Bibb County,METRO31420M31420,"Macon, GA MSA",Bibb County,155547,GA
733,494,562,986,1148,21,26,Berrien County,METRO35660M35660,"Niles-Benton Harbor, MI MSA",Berrien County,156813,MI
648,454,504,848,959,163,47,Sullivan County,METRO28700M28700,"Kingsport-Bristol-Bristol, TN-VA MSA",Sullivan County,156823,TN
1137,800,923,1460,1830,11,34,Cumberland County,METRO47220M47220,"Vineland-Millville-Bridgeton, NJ MSA",Cumberland County,156898,NJ
1074,696,853,1454,1762,209,48,Hays County,METRO12420M12420,"Austin-Round Rock-San Marcos, TX MSA",Hays County,157107,TX
907,569,732,1243,1384,209,20,Wyandotte County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Wyandotte County,157505,KS
841,583,676,1202,1438,17,41,Deschutes County,METRO13460M13460,"Bend, OR MSA",Deschutes County,157733,OR
838,499,667,1123,1248,153,31,Sarpy County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Sarpy County,158840,NE
743,469,568,1063,1147,101,8,Pueblo County,METRO39380M39380,"Pueblo, CO MSA",Pueblo County,159063,CO
1131,863,926,1648,1970,10,66,Guam,NCNTY66010N66010,Pacific Islands,Pacific Islands,159358,GU
987,704,797,1229,1319,83,36,Rensselaer County,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",Rensselaer County,159429,NY
821,663,692,1065,1451,97,37,Iredell County,NCNTY37097N37097,"Iredell County, NC",Iredell County,159437,NC
784,472,591,1086,1196,117,21,Kenton County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Kenton County,159720,KY
912,543,715,1295,1300,15,12,Charlotte County,METRO39460M39460,"Punta Gorda, FL MSA",Charlotte County,159978,FL
780,580,654,1061,1314,3,45,Aiken County,METRO12260M12260,"Augusta-Richmond County, GA-SC MSA",Aiken County,160099,SC
815,540,627,1121,1125,75,26,Jackson County,METRO27100M27100,"Jackson, MI MSA",Jackson County,160248,MI
822,489,623,1037,1099,105,55,Rock County,METRO27500M27500,"Janesville, WI MSA",Rock County,160331,WI
902,653,754,1199,1287,165,47,Sumner County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",Sumner County,160645,TN
836,617,705,1142,1273,33,28,DeSoto County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",DeSoto County,161252,MS
807,513,596,1039,1078,133,39,Portage County,METRO10420M10420,"Akron, OH MSA",Portage County,161419,OH
760,516,580,1017,1140,57,39,Greene County,METRO19380M19380,"Dayton, OH HUD Metro FMR Area",Greene County,161573,OH
950,660,801,1205,1455,13,45,Beaufort County,NCNTY45013N45013,"Beaufort County, SC",Beaufort County,162233,SC
997,657,841,1396,1761,1,10,Kent County,METRO20100M20100,"Dover, DE MSA",Kent County,162310,DE
727,550,564,1064,1286,19,29,Boone County,METRO17860M17860,"Columbia, MO MSA",Boone County,162642,MO
646,484,514,900,1018,57,37,Davidson County,NCNTY37057N37057,"Davidson County, NC",Davidson County,162878,NC
904,545,693,1206,1317,147,26,St. Clair County,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",St. Clair County,163040,MI
854,508,686,1070,1141,127,18,Porter County,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",Porter County,164343,IN
724,457,565,976,1028,163,19,Scott County,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",Scott County,165224,IA
487,385,406,706,851,113,72,Ponce Municipio,METRO38660M38660,"Ponce, PR MSA",Ponce Municipio,166327,PR
1026,670,800,1490,1561,59,55,Kenosha County,METRO16980MM3800,"Kenosha County, WI HUD Metro FMR Area",Kenosha County,166426,WI
852,527,655,1098,1270,89,39,Licking County,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",Licking County,166492,OH
681,485,525,907,1206,139,55,Winnebago County,METRO36780M36780,"Oshkosh-Neenah, WI MSA",Winnebago County,166994,WI
1252,847,1001,1599,1741,13,24,Carroll County,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",Carroll County,167134,MD
726,558,562,984,1286,147,37,Pitt County,METRO24780M24780,"Greenville, NC HUD Metro FMR Area",Pitt County,168148,NC
914,725,771,1244,1572,5,12,Bay County,METRO37460M37460,"Panama City-Lynn Haven-Panama City Beach, FL MSA",Bay County,168852,FL
901,650,760,1167,1449,101,37,Johnston County,METRO39580M39580,"Raleigh-Cary, NC MSA",Johnston County,168878,NC
793,537,630,1115,1313,99,46,Minnehaha County,METRO43620M43620,"Sioux Falls, SD MSA",Minnehaha County,169468,SD
913,640,694,1285,1552,113,17,McLean County,METRO14060M14060,"Bloomington-Normal, IL MSA",McLean County,169572,IL
927,598,709,1287,1413,89,42,Monroe County,NCNTY42089N42089,"Monroe County, PA",Monroe County,169842,PA
851,595,682,1069,1137,7,42,Beaver County,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Beaver County,170539,PA
687,409,508,936,1072,121,26,Muskegon County,METRO34740M34740,"Muskegon-Norton Shores, MI MSA",Muskegon County,172188,MI
802,539,615,1063,1152,125,47,Montgomery County,METRO17300M17300,"Clarksville, TN-KY HUD Metro FMR Area",Montgomery County,172331,TN
801,526,632,1073,1108,103,39,Medina County,METRO17460M17460,"Cleveland-Elyria-Mentor, OH MSA",Medina County,172332,OH
1011,643,806,1349,1616,53,12,Hernando County,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",Hernando County,172778,FL
819,567,649,1072,1347,157,18,Tippecanoe County,METRO29140M29140,"Lafayette, IN HUD Metro FMR Area",Tippecanoe County,172780,IN
852,527,655,1098,1270,41,39,Delaware County,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",Delaware County,174214,OH
862,548,667,1270,1527,25,6,Imperial County,METRO20940M20940,"El Centro, CA MSA",Imperial County,174528,CA
790,540,617,1056,1361,5,53,Benton County,METRO28420M28420,"Kennewick-Pasco-Richland, WA MSA",Benton County,175177,WA
954,738,805,1263,1535,117,13,Forsyth County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Forsyth County,175511,GA
723,430,563,1065,1128,87,55,Outagamie County,METRO11540M11540,"Appleton, WI MSA",Outagamie County,176695,WI
650,502,544,877,1055,31,72,Carolina Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Carolina Municipio,176762,PR
1007,779,801,1484,1654,89,6,Shasta County,METRO39820M39820,"Redding, CA MSA",Shasta County,177223,CA
821,663,668,1155,1454,133,37,Onslow County,METRO27340M27340,"Jacksonville, NC MSA",Onslow County,177772,NC
957,773,806,1239,1644,15,45,Berkeley County,METRO16700M16700,"Charleston-North Charleston-Summerville, SC MSA",Berkeley County,177843,SC
763,454,575,1078,1309,177,20,Shawnee County,METRO45820M45820,"Topeka, KS MSA",Shawnee County,177934,KS
866,663,730,1168,1448,25,37,Cabarrus County,METRO16740M16740,"Charlotte-Gastonia-Rock Hill, NC-SC HUD Metro FMR Area",Cabarrus County,178011,NC
984,715,806,1226,1467,7,44,Providence County,METRO39300M39300,"Providence-Fall River, RI-MA HUD Metro FMR Area",Providence city,178042,RI
856,672,676,1111,1144,139,13,Hall County,METRO23580M23580,"Gainesville, GA MSA",Hall County,179684,GA
787,568,609,1003,1095,163,18,Vanderburgh County,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",Vanderburgh County,179703,IN
1130,913,939,1562,1966,700,51,Newport News city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Newport News city,180719,VA
941,748,753,1387,1621,91,12,Okaloosa County,METRO18880M18880,"Crestview-Fort Walton Beach-Destin, FL MSA",Okaloosa County,180822,FL
942,568,795,1364,1638,93,26,Livingston County,METRO19820MM0440,"Livingston County, MI HUD Metro FMR Area",Livingston County,180967,MI
1010,657,803,1258,1375,27,25,Worcester County,METRO49340M49340,"Worcester, MA HUD Metro FMR Area",Worcester city,181045,MA
1072,717,854,1580,1899,17,6,El Dorado County,METRO40900M40900,"Sacramento--Arden-Arcade--Roseville, CA HUD Metro FMR Area",El Dorado County,181058,CA
913,592,770,1345,1580,3,1,Baldwin County,NCNTY01003N01003,"Baldwin County, AL",Baldwin County,182265,AL
1134,703,875,1487,1722,111,36,Ulster County,METRO28740M28740,"Kingston, NY MSA",Ulster County,182493,NY
902,653,754,1199,1287,187,47,Williamson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",Williamson County,183182,TN
851,595,682,1069,1137,19,42,Butler County,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Butler County,183862,PA
1046,681,858,1410,1766,1,15,Hawaii County,NCNTY15001N15001,"Hawaii County, HI",Hawaii County,185079,HI
771,459,601,997,1197,143,17,Peoria County,METRO37900M37900,"Peoria, IL MSA",Peoria County,186494,IL
884,714,736,1137,1211,47,28,Harrison County,METRO25060M25060,"Gulfport-Biloxi, MS MSA",Harrison County,187105,MS
690,557,566,945,977,7,45,Anderson County,METRO11340M11340,"Anderson, SC MSA",Anderson County,187126,SC
756,450,601,1114,1238,27,16,Canyon County,METRO14260M14260,"Boise City-Nampa, ID HUD Metro FMR Area",Canyon County,188923,ID
764,550,644,1053,1353,215,13,Muscogee County,METRO17980M17980,"Columbus, GA-AL MSA",Muscogee County,189885,GA
994,671,827,1311,1604,109,12,St. Johns County,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",St. Johns County,190039,FL
994,671,827,1311,1604,19,12,Clay County,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",Clay County,190865,FL
781,588,620,1041,1275,19,22,Calcasieu Parish,METRO29340M29340,"Lake Charles, LA MSA",Calcasieu Parish,192768,LA
778,581,653,1024,1160,39,54,Kanawha County,METRO16620M16620,"Charleston, WV HUD Metro FMR Area",Kanawha County,193063,WV
868,516,656,1090,1237,125,1,Tuscaloosa County,METRO46220M46220,"Tuscaloosa, AL MSA",Tuscaloosa County,194656,AL
915,737,742,1323,1586,41,48,Brazos County,METRO17780M17780,"College Station-Bryan, TX MSA",Brazos County,194851,TX
811,572,684,1065,1198,117,1,Shelby County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Shelby County,195085,AL
792,583,587,1039,1058,101,55,Racine County,METRO39540M39540,"Racine, WI MSA",Racine County,195408,WI
873,619,661,1286,1473,27,4,Yuma County,METRO49740M49740,"Yuma, AZ MSA",Yuma County,195751,AZ
920,665,680,1256,1462,5,10,Sussex County,NCNTY10005N10005,"Sussex County, DE",Sussex County,197145,DE
784,472,591,1086,1196,25,39,Clermont County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Clermont County,197363,OH
792,503,623,1036,1092,167,17,Sangamon County,METRO44100M44100,"Springfield, IL MSA",Sangamon County,197465,IL
774,479,594,1002,1179,39,18,Elkhart County,METRO21140M21140,"Elkhart-Goshen, IN MSA",Elkhart County,197559,IN
763,458,607,1016,1171,145,26,Saginaw County,METRO40980M40980,"Saginaw-Saginaw Township North, MI MSA",Saginaw County,200169,MI
804,510,630,1090,1261,15,4,Mohave County,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",Mohave County,200186,AZ
745,472,567,971,1081,137,27,St. Louis County,METRO20260M20260,"Duluth, MN-WI MSA",St. Louis County,200226,MN
780,580,654,1061,1314,245,13,Richmond County,METRO12260M12260,"Augusta-Richmond County, GA-SC MSA",Richmond County,200549,GA
731,541,572,1042,1182,7,36,Broome County,METRO13780M13780,"Binghamton, NY MSA",Broome County,200600,NY
1190,815,881,1754,2045,113,6,Yolo County,METRO40900MM9270,"Yolo, CA HUD Metro FMR Area",Yolo County,200849,CA
921,603,756,1187,1599,19,17,Champaign County,METRO16580M16580,"Champaign-Urbana, IL MSA",Champaign County,201081,IL
925,598,703,1339,1496,73,53,Whatcom County,METRO13380M13380,"Bellingham, WA MSA",Whatcom County,201140,WA
866,663,730,1168,1448,179,37,Union County,METRO16740M16740,"Charlotte-Gastonia-Rock Hill, NC-SC HUD Metro FMR Area",Union County,201292,NC
869,655,703,1146,1307,129,37,New Hanover County,METRO48900M48900,"Wilmington, NC HUD Metro FMR Area",New Hanover County,202667,NC
733,499,570,1080,1274,143,5,Washington County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Washington County,203065,AR
875,640,647,1289,1453,29,41,Jackson County,METRO32780M32780,"Medford, OR MSA",Jackson County,203206,OR
954,738,805,1263,1535,151,13,Henry County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Henry County,203922,GA
984,790,830,1294,1568,760,51,Richmond city,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Richmond city,204214,VA
866,663,730,1168,1448,71,37,Gaston County,METRO16740M16740,"Charlotte-Gastonia-Rock Hill, NC-SC HUD Metro FMR Area",Gaston County,206086,NC
1589,1272,1340,2127,2671,13,51,Arlington County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Arlington County,207627,VA
851,595,682,1069,1137,125,42,Washington County,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Washington County,207820,PA
650,502,544,877,1055,21,72,Bayamón Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",Bayamón Municipio,208116,PR
785,551,662,1123,1249,13,35,Dona Ana County,METRO29740M29740,"Las Cruces, NM MSA",Dona Ana County,209233,NM
924,664,779,1226,1235,423,48,Smith County,METRO46340M46340,"Tyler, TX MSA",Smith County,209714,TX
656,468,530,865,914,155,39,Trumbull County,METRO49660M49660,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",Trumbull County,210312,OH
836,583,662,1232,1302,25,4,Yavapai County,METRO39140M39140,"Prescott, AZ MSA",Yavapai County,211033,AZ
703,418,520,952,1060,113,19,Linn County,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",Linn County,211226,IA
784,472,591,1086,1196,165,39,Warren County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Warren County,212693,OH
954,738,805,1263,1535,57,13,Cherokee County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Cherokee County,214346,GA
742,501,596,942,1058,69,42,Lackawanna County,METRO42540M42540,"Scranton--Wilkes-Barre, PA MSA",Lackawanna County,214437,PA
755,571,607,965,1092,63,36,Niagara County,METRO15380M15380,"Buffalo-Niagara Falls, NY MSA",Niagara County,216469,NY
868,567,673,1131,1283,99,29,Jefferson County,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",Jefferson County,218733,MO
987,704,797,1229,1319,91,36,Saratoga County,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",Saratoga County,219607,NY
907,550,688,1295,1606,7,6,Butte County,METRO17020M17020,"Chico, CA MSA",Butte County,220000,CA
733,499,570,1080,1274,7,5,Benton County,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",Benton County,221339,AR
845,535,713,1108,1370,55,22,Lafayette Parish,METRO29180M29180,"Lafayette, LA MSA",Lafayette Parish,221578,LA
907,569,732,1243,1384,47,29,Clay County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Clay County,221939,MO
1130,913,939,1562,1966,550,51,Chesapeake city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Chesapeake city,222209,VA
866,663,730,1168,1448,91,45,York County,METRO16740M16740,"Charlotte-Gastonia-Rock Hill, NC-SC HUD Metro FMR Area",York County,226073,SC
761,606,640,1046,1244,101,1,Montgomery County,METRO33860M33860,"Montgomery, AL MSA",Montgomery County,229363,AL
801,526,632,1073,1108,85,39,Lake County,METRO17460M17460,"Cleveland-Elyria-Mentor, OH MSA",Lake County,230041,OH
815,508,622,1149,1379,57,49,Weber County,METRO36260M36260,"Ogden-Clearfield, UT MSA",Weber County,231236,UT
1589,1272,1340,2127,2671,21,24,Frederick County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Frederick County,233385,MD
1010,688,815,1268,1534,103,22,St. Tammany Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",St. Tammany Parish,233740,LA
834,644,655,1105,1241,65,36,Oneida County,METRO46540M46540,"Utica-Rome, NY MSA",Oneida County,234878,NY
803,505,594,1052,1176,309,48,McLennan County,METRO47380M47380,"Waco, TX MSA",McLennan County,234906,TX
903,634,707,1165,1207,41,42,Cumberland County,METRO25420M25420,"Harrisburg-Carlisle, PA MSA",Cumberland County,235406,PA
1008,648,806,1419,1676,163,27,Washington County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Washington County,238136,MN
772,459,651,990,1285,21,37,Buncombe County,METRO11700M11700,"Asheville, NC HUD Metro FMR Area",Buncombe County,238318,NC
656,468,530,865,914,99,39,Mahoning County,METRO49660M49660,"Youngstown-Warren-Boardman, OH HUD Metro FMR Area",Mahoning County,238823,OH
1130,913,939,1562,1966,710,51,Norfolk city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Norfolk city,242803,VA
773,492,600,1032,1246,77,53,Yakima County,METRO49420M49420,"Yakima, WA MSA",Yakima County,243231,WA
1252,847,1001,1599,1741,25,24,Harford County,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",Harford County,244826,MD
827,492,685,1030,1132,49,28,Hinds County,METRO27140M27140,"Jackson, MS HUD Metro FMR Area",Hinds County,245285,MS
933,714,734,1247,1621,1,12,Alachua County,METRO23540M23540,"Gainesville, FL MSA",Alachua County,247336,FL
730,453,551,1043,1071,9,55,Brown County,METRO24580M24580,"Green Bay, WI HUD Metro FMR Area",Brown County,248007,WI
828,611,659,1088,1126,479,48,Webb County,METRO29700M29700,"Laredo, TX MSA",Webb County,250304,TX
760,493,598,1000,1217,77,26,Kalamazoo County,METRO28020M28020,"Kalamazoo-Portage, MI MSA",Kalamazoo County,250331,MI
1007,599,768,1446,1723,35,53,Kitsap County,METRO14740M14740,"Bremerton-Silverdale, WA MSA",Kitsap County,251133,WA
992,743,810,1436,1757,67,53,Thurston County,METRO36500M36500,"Olympia, WA MSA",Thurston County,252264,WA
881,567,710,1155,1177,245,48,Jefferson County,METRO13140M13140,"Beaumont-Port Arthur, TX MSA",Jefferson County,252273,TX
2146,1307,1701,2915,3524,41,6,Marin County,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",Marin County,252409,CA
752,501,585,1103,1332,123,8,Weld County,METRO24540M24540,"Greeley, CO MSA",Weld County,252825,CO
807,579,649,1005,1100,17,22,Caddo Parish,METRO43340M43340,"Shreveport-Bossier City, LA MSA",Caddo Parish,254969,LA
770,518,602,1054,1265,27,40,Cleveland County,METRO36420M36420,"Oklahoma City, OK HUD Metro FMR Area",Cleveland County,255755,OK
843,553,641,1242,1493,47,6,Merced County,METRO32900M32900,"Merced, CA MSA",Merced County,255793,CA
954,738,805,1263,1535,63,13,Clayton County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Clayton County,259424,GA
1720,1051,1271,2217,2473,87,6,Santa Cruz County,METRO42100M42100,"Santa Cruz-Watsonville, CA MSA",Santa Cruz County,262382,CA
847,659,714,1117,1416,63,45,Lexington County,METRO17900M17900,"Columbia, SC HUD Metro FMR Area",Lexington County,262391,SC
902,653,754,1199,1287,149,47,Rutherford County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",Rutherford County,262604,TN
832,672,702,1149,1228,139,26,Ottawa County,METRO26100M26100,"Holland-Grand Haven, MI MSA",Ottawa County,263801,MI
913,627,770,1218,1444,51,13,Chatham County,METRO42340M42340,"Savannah, GA MSA",Chatham County,265128,GA
764,525,597,957,1021,141,18,St. Joseph County,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",St. Joseph County,266931,IN
901,615,760,1162,1361,63,37,Durham County,METRO20500M20500,"Durham-Chapel Hill, NC HUD Metro FMR Area",Durham County,267587,NC
903,634,707,1165,1207,43,42,Dauphin County,METRO25420M25420,"Harrisburg-Carlisle, PA MSA",Dauphin County,268100,PA
1035,734,868,1380,1670,97,12,Osceola County,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",Osceola County,268685,FL
868,567,673,1131,1283,119,17,Madison County,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",Madison County,269282,IL
854,683,687,1064,1248,51,45,Horry County,METRO34820M34820,"Myrtle Beach-North Myrtle Beach-Conway, SC MSA",Horry County,269291,SC
1293,866,1002,1905,1987,79,6,San Luis Obispo County,METRO42020M42020,"San Luis Obispo-Paso Robles, CA MSA",San Luis Obispo County,269637,CA
868,567,673,1131,1283,163,17,St. Clair County,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",St. Clair County,270056,IL
1219,847,981,1685,1959,1,34,Atlantic County,METRO12100M12100,"Atlantic City-Hammonton, NJ MSA",Atlantic County,274549,NJ
828,540,666,1104,1288,57,18,Hamilton County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",Hamilton County,274569,IN
694,468,515,1022,1026,77,29,Greene County,METRO44180M44180,"Springfield, MO HUD Metro FMR Area",Greene County,275174,MO
964,751,798,1236,1680,73,12,Leon County,METRO45220M45220,"Tallahassee, FL HUD Metro FMR Area",Leon County,275487,FL
986,718,796,1356,1598,111,12,St. Lucie County,METRO38940M38940,"Port St. Lucie, FL MSA",St. Lucie County,277789,FL
819,535,623,1195,1377,303,48,Lubbock County,METRO31180M31180,"Lubbock, TX MSA",Lubbock County,278831,TX
720,469,571,899,1074,49,42,Erie County,METRO21500M21500,"Erie, PA MSA",Erie County,280566,PA
819,517,658,1089,1320,65,26,Ingham County,METRO29620M29620,"Lansing-East Lansing, MI MSA",Ingham County,280895,MI
722,456,609,964,1084,83,45,Spartanburg County,METRO43900M43900,"Spartanburg, SC MSA",Spartanburg County,284307,SC
749,446,567,1041,1300,109,31,Lancaster County,METRO30700M30700,"Lincoln, NE HUD Metro FMR Area",Lancaster County,285407,NE
1025,641,792,1504,1744,35,8,Douglas County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Douglas County,285465,CO
1252,847,1001,1599,1741,27,24,Howard County (ex. Columbia City),METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",Howard County (ex. Columbia City),287085,MD
1135,799,942,1414,1518,15,34,Gloucester County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Gloucester County,288288,NJ
926,623,750,1264,1563,167,48,Galveston County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Galveston County,291309,TX
1219,823,952,1796,2159,20,2,Anchorage Municipality,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",Anchorage Municipality,291826,AK
1260,877,1019,1857,2206,13,8,Boulder County,METRO14500M14500,"Boulder, CO MSA",Boulder County,294567,CO
798,518,593,1089,1237,201,17,Winnebago County,METRO40420M40420,"Rockford, IL MSA",Winnebago County,295266,IL
769,503,588,1095,1226,67,21,Fayette County,METRO30460M30460,"Lexington-Fayette, KY MSA",Fayette County,295803,KY
1035,734,868,1380,1670,69,12,Lake County,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",Lake County,297052,FL
1335,940,1085,1672,1784,27,36,Dutchess County,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",Dutchess County,297488,NY
890,659,751,1200,1556,33,12,Escambia County,METRO37860M37860,"Pensacola-Ferry Pass-Brent, FL MSA",Escambia County,297619,FL
1036,714,820,1296,1470,95,42,Northampton County,METRO10900M10900,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",Northampton County,297735,PA
951,639,790,1401,1684,69,8,Larimer County,METRO22660M22660,"Fort Collins-Loveland, CO MSA",Larimer County,299630,CO
801,526,632,1073,1108,93,39,Lorain County,METRO17460M17460,"Cleveland-Elyria-Mentor, OH MSA",Lorain County,301356,OH
987,704,797,1229,1319,1,36,Albany County,METRO10580M10580,"Albany-Schenectady-Troy, NY MSA",Albany County,304204,NY
815,508,622,1149,1379,11,49,Davis County,METRO36260M36260,"Ogden-Clearfield, UT MSA",Davis County,306479,UT
984,790,830,1294,1568,87,51,Henrico County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Henrico County,306935,VA
1044,775,881,1331,1552,111,17,McHenry County,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",McHenry County,308760,IL
790,578,593,1164,1321,27,48,Bell County,METRO28660M28660,"Killeen-Temple-Fort Hood, TX HUD Metro FMR Area",Bell County,310235,TX
1599,1292,1349,2056,2304,87,36,Rockland County,METRO35620MM5600,"New York, NY HUD Metro FMR Area",Rockland County,311687,NY
1589,1272,1340,2127,2671,107,51,Loudoun County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Loudoun County,312311,VA
885,684,689,1220,1505,39,48,Brazoria County,METRO26420MM1145,"Brazoria County, TX HUD Metro FMR Area",Brazoria County,313166,TX
819,574,607,1207,1451,47,41,Marion County,METRO41420M41420,"Salem, OR MSA",Marion County,315335,OR
984,790,830,1294,1568,41,51,Chesterfield County,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",Chesterfield County,316236,VA
868,567,673,1131,1283,510,29,St. Louis city,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",St. Louis city,319294,MO
883,686,690,1181,1487,51,37,Cumberland County,METRO22180M22180,"Fayetteville, NC HUD Metro FMR Area",Cumberland County,319431,NC
742,501,596,942,1058,79,42,Luzerne County,METRO42540M42540,"Scranton--Wilkes-Barre, PA MSA",Luzerne County,320918,PA
1090,761,875,1424,1753,21,12,Collier County,METRO34940M34940,"Naples-Marco Island, FL MSA",Collier County,321520,FL
1011,710,790,1355,1591,81,12,Manatee County,METRO35840M35840,"North Port-Bradenton-Sarasota, FL MSA",Manatee County,322833,FL
1568,998,1274,2035,2669,35,34,Somerset County,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",Somerset County,323444,NJ
1008,648,806,1419,1676,3,27,Anoka County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Anoka County,330844,MN
838,540,669,1129,1133,83,12,Marion County,METRO36100M36100,"Ocala, FL MSA",Marion County,331298,FL
738,535,598,1015,1073,89,1,Madison County,METRO26620M26620,"Huntsville, AL MSA",Madison County,334811,AL
729,486,586,991,1117,65,47,Hamilton County,METRO16860M16860,"Chattanooga, TN-GA MSA",Hamilton County,336463,TN
