Rent50_2,Rent50_0,Rent50_1,Rent50_3,Rent50_4,county,State,countyname,CBSASub,Areaname,county_town_name,pop2010,state_alpha
892,580,696,1182,1389,355,48,Nueces County,METRO18580M18580,"Corpus Christi, TX HUD Metro FMR Area",Nueces County,340223,TX
1010,688,815,1268,1534,71,22,Orleans Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",Orleans Parish,343829,LA
1022,715,862,1397,1810,161,26,Washtenaw County,METRO11460M11460,"Ann Arbor, MI MSA",Washtenaw County,344791,MI
1072,717,854,1580,1899,61,6,Placer County,METRO40900M40900,"Sacramento--Arden-Arcade--Roseville, CA HUD Metro FMR Area",Placer County,348432,CA
1036,714,820,1296,1470,77,42,Lehigh County,METRO10900M10900,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",Lehigh County,349497,PA
957,773,806,1239,1644,19,45,Charleston County,METRO16700M16700,"Charleston-North Charleston-Summerville, SC MSA",Charleston County,350209,SC
739,581,604,1066,1125,67,37,Forsyth County,METRO49180M49180,"Winston-Salem, NC MSA",Forsyth County,350670,NC
882,525,656,1270,1490,39,41,Lane County,METRO21660M21660,"Eugene-Springfield, OR MSA",Lane County,351715,OR
703,502,551,905,1025,3,18,Allen County,METRO23060M23060,"Fort Wayne, IN MSA",Allen County,355329,IN
868,567,673,1131,1283,183,29,St. Charles County,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",St. Charles County,360485,MO
851,595,682,1069,1137,129,42,Westmoreland County,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Westmoreland County,365169,PA
1304,958,1082,1705,1971,21,34,Mercer County,METRO45940M45940,"Trenton-Ewing, NJ MSA",Mercer County,366513,NJ
784,472,591,1086,1196,17,39,Butler County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Butler County,368130,OH
1335,940,1085,1672,1784,71,36,Orange County,METRO39100M39100,"Poughkeepsie-Newburgh-Middletown, NY MSA",Orange County,372813,NY
703,431,540,923,992,151,39,Stark County,METRO15940M15940,"Canton-Massillon, OH MSA",Stark County,375586,OH
957,614,774,1410,1647,21,4,Pinal County,METRO38060M38060,"Phoenix-Mesa-Glendale, AZ MSA",Pinal County,375770,AZ
969,700,814,1428,1716,5,41,Clackamas County,METRO38900M38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",Clackamas County,375992,OR
1011,710,790,1355,1591,115,12,Sarasota County,METRO35840M35840,"North Port-Bradenton-Sarasota, FL MSA",Sarasota County,379448,FL
786,566,654,1098,1220,119,5,Pulaski County,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",Pulaski County,382748,AR
847,659,714,1117,1416,79,45,Richland County,METRO17900M17900,"Columbia, SC HUD Metro FMR Area",Richland County,384504,SC
862,557,686,1100,1189,133,55,Waukesha County,METRO33340M33340,"Milwaukee-Waukesha-West Allis, WI MSA",Waukesha County,389891,WI
756,450,601,1114,1238,1,16,Ada County,METRO14260M14260,"Boise City-Nampa, ID HUD Metro FMR Area",Ada County,392365,ID
650,502,544,877,1055,127,72,San Juan Municipio,METRO41980MM7440,"San Juan-Guaynabo, PR HUD Metro FMR Area",San Juan Municipio,395326,PR
1008,648,806,1419,1676,37,27,Dakota County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Dakota County,398552,MN
1589,1272,1340,2127,2671,153,51,Prince William County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince William County,402002,VA
738,501,592,967,1074,61,48,Cameron County,METRO15180M15180,"Brownsville-Harlingen, TX MSA",Cameron County,406220,TX
918,559,693,1143,1227,11,42,Berks County,METRO39740M39740,"Reading, PA MSA",Berks County,411442,PA
832,672,702,1115,1282,97,1,Mobile County,METRO33660M33660,"Mobile, AL MSA",Mobile County,412992,AL
1238,785,988,1824,2169,95,6,Solano County,METRO46700M46700,"Vallejo-Fairfield, CA MSA",Solano County,413344,CA
1322,934,1049,1928,2156,53,6,Monterey County,METRO41500M41500,"Salinas, CA MSA",Monterey County,415057,CA
983,586,744,1449,1741,31,32,Washoe County,METRO39900M39900,"Reno-Sparks, NV MSA",Washoe County,421407,NV
1074,696,853,1454,1762,491,48,Williamson County,METRO12420M12420,"Austin-Round Rock-San Marcos, TX MSA",Williamson County,422679,TX
1035,734,868,1380,1670,117,12,Seminole County,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",Seminole County,422718,FL
1435,1042,1197,1918,2220,83,6,Santa Barbara County,METRO42060M42060,"Santa Barbara-Santa Maria-Goleta, CA MSA",Santa Barbara County,423895,CA
969,700,814,1428,1716,11,53,Clark County,METRO38900M38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",Clark County,425363,WA
757,450,583,988,1116,49,26,Genesee County,METRO22420M22420,"Flint, MI MSA",Genesee County,425790,MI
819,550,660,1140,1214,153,19,Polk County,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",Polk County,430640,IA
824,524,668,1101,1237,93,47,Knox County,METRO28940M28940,"Knoxville, TN MSA",Knox County,432226,TN
1010,688,815,1268,1534,51,22,Jefferson Parish,METRO35380M35380,"New Orleans-Metairie-Kenner, LA MSA",Jefferson Parish,432552,LA
888,528,670,1148,1225,133,42,York County,METRO49620M49620,"York-Hanover, PA MSA",York County,434972,PA
1130,913,939,1562,1966,810,51,Virginia Beach city,METRO47260M47260,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",Virginia Beach city,437994,VA
854,588,716,1064,1225,33,22,East Baton Rouge Parish,METRO12940M12940,"Baton Rouge, LA HUD Metro FMR Area",East Baton Rouge Parish,440171,LA
1025,641,792,1504,1744,1,8,Adams County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Adams County,441603,CO
721,429,550,972,1028,95,39,Lucas County,METRO45780M45780,"Toledo, OH MSA",Lucas County,441815,OH
805,603,619,1186,1379,107,6,Tulare County,METRO47300M47300,"Visalia-Porterville, CA MSA",Tulare County,442179,CA
1135,799,942,1414,1518,5,34,Burlington County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Burlington County,448734,NJ
785,525,662,1041,1233,45,45,Greenville County,METRO24860M24860,"Greenville-Mauldin-Easley, SC MSA",Greenville County,451225,SC
926,623,750,1264,1563,339,48,Montgomery County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Montgomery County,455746,TX
1011,643,806,1349,1616,101,12,Pasco County,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",Pasco County,464697,FL
847,593,662,1111,1220,67,36,Onondaga County,METRO45060M45060,"Syracuse, NY MSA",Onondaga County,467026,NY
1599,1292,1349,2056,2304,85,36,Richmond County,METRO35620MM5600,"New York, NY HUD Metro FMR Area",Richmond County,468730,NY
783,473,579,1120,1271,63,53,Spokane County,METRO44060M44060,"Spokane, WA MSA",Spokane County,471221,WA
1330,871,1016,1960,2297,97,6,Sonoma County,METRO42220M42220,"Santa Rosa-Petaluma, CA MSA",Sonoma County,483878,CA
953,658,787,1315,1465,25,55,Dane County,METRO31540M31540,"Madison, WI HUD Metro FMR Area",Dane County,488073,WI
760,559,641,1034,1166,81,37,Guilford County,METRO24660M24660,"Greensboro-High Point, NC HUD Metro FMR Area",Guilford County,488406,NC
1358,1097,1137,1752,2002,27,34,Morris County,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",Morris County,492276,NJ
932,589,757,1273,1371,127,12,Volusia County,METRO19660M19660,"Deltona-Daytona Beach-Ormond Beach, FL MSA",Volusia County,494593,FL
854,508,686,1070,1141,89,18,Lake County,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",Lake County,496005,IN
793,482,596,1094,1206,173,20,Sedgwick County,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",Sedgwick County,498365,KS
1135,799,942,1414,1518,29,42,Chester County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Chester County,498886,PA
1510,1179,1274,1956,2218,31,34,Passaic County,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",Passaic County,501226,NJ
1008,648,806,1419,1676,123,27,Ramsey County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Ramsey County,508640,MN
1135,799,942,1414,1518,7,34,Camden County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Camden County,513657,NJ
962,607,750,1418,1645,99,6,Stanislaus County,METRO33700M33700,"Modesto, CA MSA",Stanislaus County,514453,CA
1044,775,881,1331,1552,89,17,Kane County,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Kane County,515269,IL
762,499,638,1102,1350,49,49,Utah County,METRO39340M39340,"Provo-Orem, UT MSA",Utah County,516564,UT
838,499,667,1123,1248,55,31,Douglas County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Douglas County,517110,NE
966,663,756,1245,1291,71,42,Lancaster County,METRO29540M29540,"Lancaster, PA MSA",Lancaster County,519445,PA
969,700,814,1428,1716,67,41,Washington County,METRO38900M38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",Washington County,529710,OR
1025,641,792,1504,1744,59,8,Jefferson County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Jefferson County,534543,CO
760,516,580,1017,1140,113,39,Montgomery County,METRO19380M19380,"Dayton, OH HUD Metro FMR Area",Montgomery County,535153,OH
1358,1097,1137,1752,2002,39,34,Union County,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",Union County,536499,NJ
1252,847,1001,1599,1741,3,24,Anne Arundel County,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",Anne Arundel County,537656,MD
1135,799,942,1414,1518,3,10,New Castle County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",New Castle County,538479,DE
807,513,596,1039,1078,153,39,Summit County,METRO10420M10420,"Akron, OH MSA",Summit County,541781,OH
910,562,735,1260,1499,9,12,Brevard County,METRO37340M37340,"Palm Bay-Melbourne-Titusville, FL MSA",Brevard County,543376,FL
907,569,732,1243,1384,91,20,Johnson County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Johnson County,544179,KS
1135,799,942,1414,1518,45,42,Delaware County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Delaware County,558979,PA
1025,641,792,1504,1744,5,8,Arapahoe County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Arapahoe County,572003,CO
1444,984,1163,2002,2354,29,34,Ocean County,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",Ocean County,576567,NJ
926,623,750,1264,1563,157,48,Fort Bend County,METRO26420M26420,"Houston-Baytown-Sugar Land, TX HUD Metro FMR Area",Fort Bend County,585375,TX
1025,641,792,1504,1744,31,8,Denver County,METRO19740M19740,"Denver-Aurora-Broomfield, CO MSA",Denver County,600158,CO
1589,1272,1340,2127,2671,1,11,District of Columbia,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",District of Columbia,601723,DC
868,666,671,1177,1433,105,12,Polk County,METRO29460M29460,"Lakeland-Winter Haven, FL MSA",Polk County,602095,FL
783,551,625,1093,1229,81,26,Kent County,METRO24340M24340,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",Kent County,602622,MI
786,496,603,1066,1188,143,40,Tulsa County,METRO46140M46140,"Tulsa, OK HUD Metro FMR Area",Tulsa County,603403,OK
1582,1134,1267,1970,2142,25,25,Suffolk County,METRO14460MM1120,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",Boston city,617594,MA
953,747,752,1293,1331,71,12,Lee County,METRO15980M15980,"Cape Coral-Fort Myers, FL MSA",Lee County,618754,FL
1252,847,1001,1599,1741,510,24,Baltimore city,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",Baltimore city,620961,MD
874,542,673,1288,1548,41,8,El Paso County,METRO17820M17820,"Colorado Springs, CO HUD Metro FMR Area",El Paso County,622263,CO
1135,799,942,1414,1518,17,42,Bucks County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Bucks County,625249,PA
902,653,754,1199,1287,37,47,Davidson County,METRO34980M34980,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",Davidson County,626681,TN
1444,984,1163,2002,2354,25,34,Monmouth County,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",Monmouth County,630380,NJ
1399,1073,1180,1780,1965,17,34,Hudson County,METRO35620MM3640,"Jersey City, NJ HUD Metro FMR Area",Hudson County,634266,NJ
811,572,684,1065,1198,73,1,Jefferson County,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",Jefferson County,658466,AL
849,552,693,1229,1504,1,35,Bernalillo County,METRO10740M10740,"Albuquerque, NM MSA",Bernalillo County,662564,NM
976,644,772,1302,1572,121,48,Denton County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",Denton County,662614,TX
907,569,732,1243,1384,95,29,Jackson County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Jackson County,674158,MO
1044,775,881,1331,1552,197,17,Will County,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Will County,677560,IL
986,631,752,1453,1746,77,6,San Joaquin County,METRO44700M44700,"Stockton, CA MSA",San Joaquin County,685306,CA
954,738,805,1263,1535,67,13,Cobb County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Cobb County,688078,GA
954,738,805,1263,1535,89,13,DeKalb County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",DeKalb County,691893,GA
1044,775,881,1331,1552,97,17,Lake County,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",Lake County,703462,IL
1206,828,980,1777,2136,61,53,Snohomish County,METRO42660MM7600,"Seattle-Bellevue, WA HUD Metro FMR Area",Snohomish County,713335,WA
2146,1307,1701,2915,3524,81,6,San Mateo County,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",San Mateo County,718451,CA
770,518,602,1054,1265,109,40,Oklahoma County,METRO36420M36420,"Oklahoma City, OK HUD Metro FMR Area",Oklahoma County,718633,OK
969,700,814,1428,1716,51,41,Multnomah County,METRO38900M38900,"Portland-Vancouver-Hillsboro, OR-WA MSA",Multnomah County,735334,OR
755,519,607,1045,1182,111,21,Jefferson County,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Jefferson County,741096,KY
882,595,724,1112,1188,55,36,Monroe County,METRO40380M40380,"Rochester, NY MSA",Monroe County,744344,NY
705,477,541,878,1072,215,48,Hidalgo County,METRO32580M32580,"McAllen-Edinburg-Mission, TX MSA",Hidalgo County,774769,TX
976,644,772,1302,1572,85,48,Collin County,METRO19100M19100,"Dallas, TX HUD Metro FMR Area",Collin County,782341,TX
1358,1097,1137,1752,2002,13,34,Essex County,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",Essex County,783969,NJ
1061,669,815,1563,1879,53,53,Pierce County,METRO42660MM8200,"Tacoma, WA HUD Metro FMR Area",Pierce County,795225,WA
1135,799,942,1414,1518,91,42,Montgomery County,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Montgomery County,799874,PA
812,602,658,1151,1381,141,48,El Paso County,METRO21340M21340,"El Paso, TX MSA",El Paso County,800647,TX
784,472,591,1086,1196,61,39,Hamilton County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",Hamilton County,802374,OH
1252,847,1001,1599,1741,5,24,Baltimore County,METRO12580M12580,"Baltimore-Towson, MD HUD Metro FMR Area",Baltimore County,805029,MD
2146,1307,1701,2915,3524,75,6,San Francisco County,METRO41860MM7360,"San Francisco, CA HUD Metro FMR Area",San Francisco County,805235,CA
954,738,805,1263,1535,135,13,Gwinnett County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Gwinnett County,805321,GA
1568,998,1274,2035,2669,23,34,Middlesex County,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",Middlesex County,809858,NJ
1587,989,1182,2192,2537,111,6,Ventura County,METRO37100M37100,"Oxnard-Thousand Oaks-Ventura, CA MSA",Ventura County,823318,CA
869,660,664,1274,1539,29,6,Kern County,METRO12540M12540,"Bakersfield-Delano, CA MSA",Kern County,839631,CA
904,545,693,1206,1317,99,26,Macomb County,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",Macomb County,840978,MI
1589,1272,1340,2127,2671,33,24,Prince George's County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince George's County,863420,MD
994,671,827,1311,1604,31,12,Duval County,METRO27260M27260,"Jacksonville, FL HUD Metro FMR Area",Duval County,864263,FL
901,650,760,1167,1449,183,37,Wake County,METRO39580M39580,"Raleigh-Cary, NC MSA",Wake County,900993,NC
828,540,666,1104,1288,97,18,Marion County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",Marion County,903393,IN
1510,1179,1274,1956,2218,3,34,Bergen County,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",Bergen County,905116,NJ
1011,643,806,1349,1616,103,12,Pinellas County,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",Pinellas County,916542,FL
1044,775,881,1331,1552,43,17,DuPage County,METRO16980M16980,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",DuPage County,916924,IL
755,571,607,965,1092,29,36,Erie County,METRO15380M15380,"Buffalo-Niagara Falls, NY MSA",Erie County,919040,NY
866,663,730,1168,1448,119,37,Mecklenburg County,METRO16740M16740,"Charlotte-Gastonia-Rock Hill, NC-SC HUD Metro FMR Area",Mecklenburg County,919628,NC
954,738,805,1263,1535,121,13,Fulton County,METRO12060M12060,"Atlanta-Sandy Springs-Marietta, GA HUD Metro FMR Area",Fulton County,920581,GA
836,617,705,1142,1273,157,47,Shelby County,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",Shelby County,927644,TN
878,668,695,1234,1440,19,6,Fresno County,METRO23420M23420,"Fresno, CA MSA",Fresno County,930450,CA
862,557,686,1100,1189,79,55,Milwaukee County,METRO33340M33340,"Milwaukee-Waukesha-West Allis, WI MSA",Milwaukee County,947735,WI
1577,1053,1281,2017,2342,119,36,Westchester County,METRO48325M48325,"Westchester County, NY Statutory Exception Area",Westchester County,949113,NY
1820,1267,1382,2682,3078,3,15,Honolulu County,METRO26180M26180,"Honolulu, HI MSA",Honolulu County,953207,HI
1589,1272,1340,2127,2671,31,24,Montgomery County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Montgomery County,971777,MD
852,507,633,1251,1489,19,4,Pima County,METRO46060M46060,"Tucson, AZ MSA",Pima County,980263,AZ
868,567,673,1131,1283,189,29,St. Louis County,METRO41180M41180,"St. Louis, MO-IL HUD Metro FMR Area",St. Louis County,998954,MO
1074,696,853,1454,1762,453,48,Travis County,METRO12420M12420,"Austin-Round Rock-San Marcos, TX MSA",Travis County,1024266,TX
924,621,745,1318,1551,35,49,Salt Lake County,METRO41620M41620,"Salt Lake City, UT HUD Metro FMR Area",Salt Lake County,1029655,UT
1697,1113,1349,2370,2908,13,6,Contra Costa County,METRO41860MM5775,"Oakland-Fremont, CA HUD Metro FMR Area",Contra Costa County,1049025,CA
1589,1272,1340,2127,2671,59,51,Fairfax County,METRO47900M47900,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Fairfax County,1081726,VA
1035,734,868,1380,1670,95,12,Orange County,METRO36740M36740,"Orlando-Kissimmee-Sanford, FL MSA",Orange County,1145956,FL
1008,648,806,1419,1676,53,27,Hennepin County,METRO33460M33460,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",Hennepin County,1152425,MN
852,527,655,1098,1270,49,39,Franklin County,METRO18140M18140,"Columbus, OH HUD Metro FMR Area",Franklin County,1163414,OH
904,545,693,1206,1317,125,26,Oakland County,METRO19820M19820,"Detroit-Warren-Livonia, MI HUD Metro FMR Area",Oakland County,1202362,MI
851,595,682,1069,1137,3,42,Allegheny County,METRO38300M38300,"Pittsburgh, PA HUD Metro FMR Area",Allegheny County,1223348,PA
1011,643,806,1349,1616,57,12,Hillsborough County,METRO45300M45300,"Tampa-St. Petersburg-Clearwater, FL MSA",Hillsborough County,1229226,FL
801,526,632,1073,1108,35,39,Cuyahoga County,METRO17460M17460,"Cleveland-Elyria-Mentor, OH MSA",Cuyahoga County,1280122,OH
1202,750,962,1623,1938,99,12,Palm Beach County,METRO33100MM8960,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",Palm Beach County,1320134,FL
1758,1126,1427,2286,2632,59,36,Nassau County,METRO35620MM5380,"Nassau-Suffolk, NY HUD Metro FMR Area",Nassau County,1339532,NY
1599,1292,1349,2056,2304,5,36,Bronx County,METRO35620MM5600,"New York, NY HUD Metro FMR Area",Bronx County,1385108,NY
